,Product_id,Selling_Price
0,SCHE4YSTDVPVZVXW,3478.797697002189
1,ACCEGCATKHNRXUHW,2046.0862895940024
2,NKCE6GJ5XVJDXNNZ,12239.38430323117
3,NKCEB8BK3ZXDHDHM,9968.073249207313
4,TOPEFDXSAHRNPF94,5743.071846550946
5,ACCE558KZHEPZYMG,9880.414254499328
6,ACCEAZCVAMFHDPY7,5260.871455368524
7,NKCDYNY37JPBGBVM,2652.564974139477
8,NKCEY8KWY33FCUYD,7974.485117283213
9,RNGE4YPTQYRECV9J,4471.70075380112
10,NKCE88AHBHJZREXH,3947.1801404811017
11,CLTEJ5ZZGBP4JGGE,8271.962950081772
12,WATE3NWH5FZWAMDA,8564.564671951137
13,CAGE53FSFZVFPFHQ,1761.4643637927775
14,PCSEAKVBFFPGCHNZ,3938.3722809117794
15,WATDFFH3KJYBTYGG,7971.721470405122
16,NKCDWHFQSCHHYZMP,2937.7339718403005
17,RNGEB2PG3Q5RKDW6,3511.5240692656575
18,NKCE5UY9HHPZGGUZ,4213.714884659779
19,KTAEHETW3ZCMFMJR,4304.775247832309
20,BRAEBBYRVF9MHJHU,8129.157675772923
21,NKCEAX7HAQ2RJA3Q,10442.074176415248
22,CRTECN2RQZWBSP9W,5181.538217864238
23,WATDEWZ9UHSEHGZG,9743.434073492988
24,PTPEYW8HNV6G9YYR,2988.484309515197
25,ACCEAMGZRRYVAHDC,5227.03949315697
26,SRTEHHXG8MUXTGPA,6182.115540816095
27,SKIE4S4NN4MHYM3Z,4837.695767526349
28,HMBE7G34YHWPWKYN,7472.202429701157
29,LLIEGTMFJBD7ZZZM,14251.181191582573
30,ACCEJGH6JVTM4CBH,918.7482077280424
31,ACCDQDYBXJ9HZF37,10332.262544695697
32,RNGE88FRGZCXNKUG,771.6789477932788
33,NKCE7M3QNNPZDXHQ,11025.4431888965
34,VLBEGFFDP9H6WG2T,3588.72164093842
35,TOPEAFG4YEQSH5TT,2568.9899995848145
36,WATEYAP3K2QQQWDH,5234.3228545611455
37,PCSEBDFUFJWGARNX,10992.104224524146
38,SWTEGXQFZY95SKG7,4836.840055633218
39,BRAEGJFXSM9ZQ6SK,7352.5089847537865
40,CAGE6FYKP34GA4GF,7775.362406714486
41,HMBEJCMH78VJF3M8,4445.06718261549
42,HIFEB7J3GSTVN5XJ,11280.969180167747
43,PBXE6ZHNGZREWWHR,4662.648774411158
44,PCSEAKVBNXFGZBKB,7013.630034425421
45,BRAEBBMQQNZ9RZWR,6021.742589436553
46,ACCEGKFCXHZZH44S,697.6939781348024
47,SHODXQRRGKZ74U9M,4358.849954036303
48,DREE2Y6DVEKVVQQS,4134.384582932116
49,PBXE8ZHHG5Y525BT,7169.62108514507
50,CTTEH9FXZHGFKUA3,8360.693831686563
51,ACCDXFZXGQTBTM6N,3553.9276009495975
52,NKCE9PFF3TT4KSQJ,8248.32755989706
53,BRAE6NZAZK77HXZK,1030.0240595987825
54,NKCE4TV42BHDP63U,3508.1943289955425
55,AIREDGGD9RJPZGYW,5681.081915020179
56,PCSEDAPMHR2HNHWP,8696.161872176319
57,PACE95FMAFXHZB5C,4635.617657589504
58,WATDG4KP445AV5XC,14694.326571672249
59,ACCE9EYRRNZYZUBG,550.2357216786863
60,ACCE8XZMAHNC8JVS,667.4112858079366
61,SHOED5DCSTQKZCGF,3794.417253199497
62,NKCE64Z4NGBHNAY7,3486.1285220989394
63,PBXE8WQTZ5GA2YYQ,969.5461905053181
64,MUGEGZUMGYAPVSZH,4547.209509879425
65,PBXE4RB3Y3GXWPFV,892.8923296150945
66,PCSE2ZFDJJGFNHC7,811.9132621246923
67,CRTECN2QT5HKHZ8F,5001.540784931714
68,MUGEACY8Q7ZYSTN8,1767.3856665303201
69,ACCEGG9VGRMQGHRD,7716.809483754985
70,PCSE76X48PVSDDVK,1108.292283378197
71,PBXE6677X2D6UFZZ,6035.521373437661
72,WCKEGGGD2TXHHTJC,288.1085722285695
73,NKCE7MMGF4PPGNA6,2902.6231460359922
74,CRTECN2QYTPHK5YQ,5254.598509424777
75,OIDEJFCWMMR6JQBE,5916.110256363366
76,WATE5HFY4MJX6CHD,5251.502744912141
77,DREE4FC4TAR8M5GN,1505.4724895562335
78,HACEGPF9DZVUZBFY,8470.561128017718
79,PBXE4Q7YF5KUYJYW,12617.557415986314
80,SHIED9YEH65NSA8N,11017.08225330721
81,WATDHMQJ68MVBRFV,14039.780780068462
82,HMBEGWTFEV4TF2RH,3186.364760574459
83,SHIE2FH7YTVDHFGT,3203.455827164603
84,CRTECN2QYRY2KWZF,4243.11984398487
85,TSHEDJXPN4HNT2UP,6251.205207779311
86,SHOECZH5WGBZHZES,2743.04692536545
87,NKCEDCT9MSAYG6H5,5614.265346513732
88,SOCEGGVYBTZPKXVP,4992.340470954645
89,PBXECARAQBCDSAZW,2692.3351367452046
90,CAGDU85YDHP9ZJH7,2463.5121561490228
91,TCVEHSMFEGNCAGYN,5028.504844287973
92,RNGEDAPFZ2GKRUER,890.4109412119573
93,CAGDY9Q7HSNDHGFC,3629.578953294218
94,NKCECKHYZVHBQU9F,574.2210885654725
95,NKCDQSVCRH8W73GF,6971.52356433191
96,WATD9H76RKGUUZHY,14376.175209985779
97,NKCE5HYVDQVATMKF,2065.555776052994
98,RNGE9GWMKVHGEYZG,4414.577887454434
99,SHOEAGUMMWFABHUT,3265.6677894098593
100,SWDEGZMPYQGNEBHG,4916.943136594651
101,TOPEFDXSHZPHCUAU,9361.18669162145
102,CAGDU85Y85GDJGUD,1213.239112995319
103,CAGE4BQXK3FSTRRS,3464.668634785407
104,CAGDZVGTV3SMMMBY,5339.0149476017095
105,BEOEGXRVQPCKJHYC,3623.2340642590884
106,NKCE9YFBBYBM88DR,3350.535843351176
107,DREECZGZVWGQM23M,4188.327040954733
108,PBXECYF3YHWYG4UN,518.1717183438509
109,WATEBG8FGBPUPKCV,5245.20064172867
110,SHIEEJG9RRDUH9XG,3579.4723695095513
111,CRTECN2QXAPEWXSF,2882.7809077918205
112,BRAEE6YMSYPNCUX3,1546.6142836674762
113,WATE9MVXJXHZHEJU,3511.243888918837
114,RNGDREYRQQGZAPQM,5815.766887637477
115,CTPEGGFSNDQFAAVE,3422.926210430694
116,NKCEF2RFAPHSHZZZ,4161.65220090824
117,TOPDYAZZG5NU7ZBZ,7735.692280190514
118,PBXE7QPWMSS5XGPZ,108.50028077925451
119,PCSECV3FHFAQ9T36,12546.824577829742
120,CRNEJB4NBT9BTM84,5260.623801654248
121,TSHEHU5RFJCTJKBV,7239.476647428864
122,DREECZJC3XBKGDZT,5646.541242998308
123,SUDEGGATGYXA9YBC,13350.388378168875
124,BRAE8WYHTVZMFFHS,6001.2979112461
125,SFFEGZBXTYFSYJQA,4246.959812019415
126,ACCEABVYXNHCT8UE,5812.246823771289
127,BWLE6SJE9PXGV6DD,1075.6577039627512
128,NKCDYQ3RHYREHHYV,3901.4172949203194
129,NKCECDCRWDMZEH2Z,3186.2719881656076
130,SRTEH2F6HUZMQ6SJ,7694.442236202517
131,BRAE6KWFGZFXKPPB,3541.4362175411084
132,HACEJQY5FQRZZUGM,8876.022027295809
133,CAGEYUXVF2FNARKD,3347.088745159037
134,NKCE7M3QTHTCGVVF,3965.6786790271503
135,TOPE8PBFNH9YNHFK,5213.838142318348
136,BRAEDQFRZS9QFYTQ,1669.334837246256
137,HMBEJCMMQR2JHFVP,2259.7507679001237
138,ACCDRFVG52PHVRSK,7873.558279278868
139,NKCE7MBR4QRBASDQ,3263.7903817711253
140,NKCDWBPZNZU5K2QZ,3545.5469633262846
141,BRAE8HMQATXFHFGZ,3565.9491004576216
142,MUGEAGGKEGCPWWPN,3524.2521107798507
143,BKPEGXYWWJPETZZA,5397.740208158105
144,SGLEGBV6ZNUJNJS9,6309.100239998532
145,CAGEYUXVAKNKDUUV,6680.971510192555
146,NKCEDH9ANZGDAUWG,3160.825744889019
147,NKCE5EHJHS38BUWB,3588.72164093842
148,PBXE9YWGRFUQXHQH,13467.532794910476
149,SHIE3QDHP5RDGMZY,2610.757072825326
150,RNGE9HDVMPVBYPGJ,3441.3427283299434
151,SCHE4YSTCUUSJWCK,2045.4293255213595
152,SNDEGGTV9XERMGHH,7522.80742810182
153,PBXE92XFUMB7QWY6,8685.24756873251
154,CRTECN2QYK2R2PUS,4308.838326789353
155,TOPEEEPVYHHF9HGW,3669.457276881695
156,MUGE8F5RDEYMH4YH,3986.239243431568
157,NKCE52CSJ2GUY64G,1444.114282467743
158,SHOE2K68QHZ3DWZF,3719.4069196201667
159,DREE9YJHZZHWHAU7,4098.1879685189815
160,NKCEACYSHS4MGKGY,13439.587405205963
161,CAGECT64KH6CZVMR,14691.440344931336
162,WATD9H76RG5FQT5Y,15789.026203164127
163,NKCE5UY97ACC9QAZ,635.7968129599259
164,LJGEG6UPBW8GKPRD,4564.6821220082
165,PBXEBFGFRM5797BZ,4643.407486023376
166,RNGEAY8GRWYMYSAK,5117.54537136738
167,SHOEF9G8WTWGAAFB,3590.2823253846987
168,PBXE5ZJZSAC73ZED,8815.49563939908
169,NKCEYYX9HJWJXAA8,3589.4534210534666
170,CAGDTFSHTF6TRBFZ,4684.334280653695
171,PBXE6E6YDZDNVKQH,606.8243015466542
172,TROEGNQDQNGN99PJ,4515.611738843434
173,CRTECN2QXC68CTUM,6618.344220254196
174,CRTECN2QZNXTGGXG,5587.146203633336
175,VANE4VND2XHZRCNT,992.4801324777195
176,NKCE8SESMHF2VSRM,3990.1109900811316
177,SHOEBYY4ZDWGQGEW,8139.4255008219025
178,NKCEB7935AJSADGR,3760.0603733536404
179,SHIEBAXYS3FUTX8Z,6795.387716097104
180,NKCE2YCPKAPWDH8C,2972.144708855091
181,FABE92NVHZHSFHGT,3538.223843029443
182,SHIE93YGTRAV6XTW,5950.814739485162
183,CSOEGTPR39XZHZJY,5023.6474444804735
184,WATE5HFYHPFHRCHY,5213.838142318348
185,BRAEBHCHY6VVRNRQ,1861.0232467890885
186,NKCE5QPMUZRQFDAZ,1997.0533853816855
187,NKCE9ABEE5HDWZSM,6075.247554136593
188,SHOEJCZ28JFRY9RR,5879.19657419468
189,PSLEAVTQQXEXZYYZ,4804.929476253154
190,SHOE66V8UMNGZKYM,1150.5780185961576
191,SHIE5HBGWKWJWFRA,3907.749695867429
192,TOPE4HXDZHPR9K2C,1805.8881589746202
193,BRAEBCTWGWYRWXHC,5733.683500596031
194,TOPE6ZCJBVZY3HBH,4962.779204442195
195,CRNEG7BKMFFYHQ8Z,5009.869921491636
196,SHOE7DJBEPYGQPHF,4019.381983388786
197,ACCEHY86UG6B63AZ,4966.247914132142
198,BLBEJR23J2CTPFAU,6715.058409848331
199,ACCEEV5V5VD5DR9C,985.5289094982021
200,UMBEJZFHE285UEV2,6264.668903513885
201,SHOEBN3FFYG75P3D,3258.3876667065897
202,NKCEFGFURYNWH2DR,4162.23063362555
203,ETHEJG7NW4M4AFCZ,7116.951765139664
204,SWSE9UH4KXCHZHRJ,3544.333881004448
205,CRTECN2QZ7XUGBR6,4240.325956563753
206,BRAEDNX2NHZX5PKN,9979.345951963523
207,BRAE73KFJGNSP2NP,2001.316573253275
208,MAHEDFPZVKF79JVQ,3914.425516781333
209,NKCECRQY6MGHBPQ3,9311.953955208308
210,CRTECN2QYYWUXHRP,3293.3904335229763
211,CPCEKY4TKBYFE7PH,5871.017921733704
212,TOPEA8HNSZB8VGUR,2518.148204499208
213,TOPECJZ4ZDXQZB4A,5634.172616399864
214,SHIE92XGJHG4HH5E,6365.800175768428
215,CRTECN2QVSZXUG7X,5075.321612331742
216,BRAEBBYRUSRHZD34,7762.355369177157
217,IFPEE76BG92E5SVS,5941.389635369086
218,CAGEBZ7UGCZZHVTE,96.27937915154678
219,CAGE3GFTPMNXPZAG,788.9185122252511
220,SWTEDX3KRCTNHUGY,5860.798499022876
221,BBAEFKXVXVM8SYZW,7609.082229099373
222,PENEGZ6RHFWHX7JX,1525.2489369921434
223,ETHEGFZFQT7ZCH3U,3117.486167427496
224,TOPEE2FFAXQGSUZH,5393.604132022847
225,CRTECN2QWAGCHYGC,3920.624914913016
226,SNDEJGWQSWNHXXA3,12269.476612683116
227,BHGEGTAVKNNCPUGG,13845.273819935976
228,BBAEGNUNHHZEYSPD,605.8303692014537
229,NKCEANMPZYMHYEA3,698.815806777581
230,RNGE88Q9FH632SHU,1161.674398549431
231,SNDE7PY9TG8P7YYR,908.3484760889329
232,SNDEHZQ7YZAHAZYP,5052.297455358172
233,CRTECN2RDAKXQHYH,3761.4859818592035
234,SNDEAVZ4MSGYFBUD,1738.172586308075
235,RTRDWBPC23ZAYMSE,11075.996547177674
236,PCSDYQEW5ZMFBVFQ,11634.415554759526
237,DREECZJBH8KGCZHT,8741.802967128691
238,CAGED654SQMMADH7,2097.707009680328
239,MFLEYGFH8PFBVRDG,5272.817285280983
240,SHIEBWNUURZ8BWDZ,4228.5895911812295
241,BRAECTFYXKNAVFAN,6096.953691239346
242,BRAECBVGHCB2FN49,4844.9129739675955
243,SHOEHX7CGSEMUENU,2627.0277893347657
244,CRTEB774NHSDW3DV,2365.413983373701
245,VLBEGZ7SZFZBUGBZ,6271.666031495036
246,BRAEGJFXGYFPGHYG,4819.512516665674
247,ACCEGKG4S4B7QGGT,1900.4650749584014
248,BBAECKHYXGE3VJXB,1755.5311087701848
249,BBAEDVYSEN75YZZ7,6937.168833999114
250,RTRDYZCGGJFBU6XM,3474.2820071070146
251,CAGEBTJBB5X8GCF8,887.7320315283544
252,HLUEJQ3UVGNXSPZG,8297.722236756348
253,NKCE8RB5WSWKJPFR,3930.5992019953114
254,BRAEDFYYKNGBGPF3,6894.7037579442185
255,SHIE2CAJP6XBWPU2,3996.142179107753
256,SHOE2GUJW6XNFG3W,672.8758031926252
257,TWCEJFXHGDSG5XZV,7063.192198774351
258,NKCE9Z2JYUYZ2JZ3,10533.810762666157
259,WATE54YZWYXR6Z7J,5195.1418872676495
260,SWTEEYFFFRWGKZR5,5898.813984062933
261,NKCE6NHRGQJHWFDK,5192.736833028039
262,NKCEYM3B6ZP3YSQQ,3868.5700915106145
263,PAEE8AHWJWMDAXZU,8054.445135644346
264,RTRDZK8XCUEKZDFZ,664.8326255777816
265,TOPEHZMHJHEMRDHY,3298.0244003901585
266,NKCE9AZMPE3PJPEW,960.0111471187527
267,BRAEAR7WUYD3CZAT,2787.926371962644
268,BRAEG7AYZAQBS3EH,6605.0363353465855
269,BRAEDQEEYYH4WRQK,4901.332894435283
270,BRAE4F8NCQJFTGEZ,5840.294313884658
271,MUGEACY87HUCUYCD,3889.8143459557004
272,BOTEDSEN9ZSFUUAQ,821.7627355346465
273,WATE3GEYE8JQT7WM,6004.583951860195
274,TOPEB96CYHMPMDKH,2628.2370456307463
275,NKCE5QGT7GFDSUZK,1900.4650749584014
276,VESEGZRVWZEYTVMG,7101.66062809059
277,SCHE4YSTHJSYEJHJ,3115.0530667164535
278,KLSEGT5ZUGR9FQXE,6544.8443352455515
279,NKCE79CGHYMSS7GH,3350.535843351176
280,JEAE8CZGJ8PGGHRQ,872.4217482382236
281,SHOEC8QGWFF2VXAN,3022.242627906455
282,SHIE6G75RNDQSGUQ,1946.8014363439918
283,SHODZ5YHTEHZTR3V,4209.147663700116
284,ACCEKFVVZJMTYWPK,3965.5267267705126
285,DRPEHGFFGQTXK3E3,3020.4775963266516
286,CRGE4XJBHZGHJYGU,7253.3153591563
287,NKCE9Q93F3HJYGZT,449.83544030270434
288,SNDEGJFV5J8CTGJV,8409.583487155627
289,SUDEHYGUMT6UGYAR,3467.7782211931963
290,RNGE7M92HQECSUYG,6620.593403927388
